Server_Region,GPU_Hardware,User_Tier,Primary_Workload,Termination_Reason,Session_Duration_Hours,Avg_Compute_Utilization_Pct,RAM_Allocated_GB,Network_Bandwidth_Used_GB,Total_Cost_USD,Session_Start_Date,Session_End_Date
us-east-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,53.5,60,64,146.43,41.2,2026-04-05 06:51:00,2026-04-07 12:21:00
ap-southeast-1,T4,Free,Web App Hosting,Out_of_Credit,52.0,11,16,167.51,49.9,2026-03-23 22:10:00,2026-03-26 02:10:00
us-east-1,T4,Free,PyTorch Training,Hardware_Fault,4.6,65,16,218.44,114.92,2026-04-14 20:27:00,2026-04-15 01:03:00
ap-southeast-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,49.1,73,32,149.28,77.31,2026-04-14 00:32:00,2026-04-16 01:38:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Out_of_Credit,29.5,66,128,171.88,100.18,2026-01-17 08:40:00,2026-01-18 14:10:00
us-east-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,37.4,44,128,147.77,56.94,2026-02-09 18:25:00,2026-02-11 07:49:00
eu-central-1,RTX 4090,Free,PyTorch Training,Out_of_Credit,42.9,52,16,31.75,7.41,2026-04-01 05:18:00,2026-04-03 00:12:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,User_Stopped,48.3,80,128,58.28,107.18,2026-01-29 15:59:00,2026-01-31 16:17:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,User_Stopped,37.8,3,16,111.7,42.23,2026-04-24 16:10:00,2026-04-26 05:58:00
eu-central-1,CPU-Only,Enterprise,Relational Database,User_Stopped,33.1,94,16,223.41,106.7,2026-03-06 04:13:00,2026-03-07 13:19:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,Hardware_Fault,4.6,12,64,79.44,23.02,2026-03-29 17:36:00,2026-03-29 22:12:00
eu-central-1,RTX 4090,Pro,PyTorch Training,User_Stopped,2.2,10,128,16.28,109.13,2026-01-02 05:28:00,2026-01-02 07:40:00
ap-southeast-1,A100 80GB,Pro,Web App Hosting,CUDA_Out_Of_Memory,28.7,50,128,193.76,11.91,2026-04-27 05:03:00,2026-04-28 09:45:00
eu-central-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,67.2,39,64,162.62,83.09,2026-02-18 04:22:00,2026-02-20 23:34:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,28.5,62,16,67.79,112.98,2026-03-04 16:47:00,2026-03-05 21:17:00
us-east-1,T4,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,38.6,22,32,82.93,43.27,2026-04-17 08:12:00,2026-04-18 22:48:00
us-east-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,62.6,29,16,47.3,80.96,2026-03-15 22:16:00,2026-03-18 12:52:00
eu-central-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,32.8,50,64,249.53,82.5,2026-01-27 22:48:00,2026-01-29 07:36:00
eu-central-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,39.2,93,16,220.89,124.13,2026-04-16 03:47:00,2026-04-17 18:59:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,18.1,98,128,111.58,85.21,2026-02-17 15:41:00,2026-02-18 09:47:00
us-east-1,T4,Pro,PyTorch Training,Out_of_Credit,59.3,8,128,245.0,36.11,2026-02-27 02:48:00,2026-03-01 14:06:00
ap-southeast-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,15.6,7,64,96.43,144.31,2026-01-20 20:18:00,2026-01-21 11:54:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,User_Stopped,68.3,78,128,52.74,110.98,2026-01-17 19:11:00,2026-01-20 15:29:00
eu-central-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,11.5,8,32,147.47,66.37,2026-04-26 04:42:00,2026-04-26 16:12:00
us-east-1,T4,Free,Web App Hosting,Out_of_Credit,52.9,78,128,59.2,102.61,2026-03-24 12:38:00,2026-03-26 17:32:00
ap-southeast-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,11.0,35,64,71.71,141.13,2026-04-17 23:09:00,2026-04-18 10:09:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,54.3,44,64,130.93,101.56,2026-01-11 16:48:00,2026-01-13 23:06:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,46.6,77,64,40.86,23.76,2026-03-05 04:03:00,2026-03-07 02:39:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,15.1,55,128,174.92,77.57,2026-03-27 18:57:00,2026-03-28 10:03:00
eu-central-1,T4,Pro,Web App Hosting,User_Stopped,43.3,25,128,151.89,61.83,2026-03-14 03:59:00,2026-03-15 23:17:00
ap-southeast-1,T4,Pro,Web App Hosting,Hardware_Fault,25.8,33,128,200.23,142.57,2026-03-25 10:55:00,2026-03-26 12:43:00
us-east-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,62.0,40,16,146.12,22.23,2026-03-20 05:13:00,2026-03-22 19:13:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,24.0,24,128,134.27,83.74,2026-03-30 09:41:00,2026-03-31 09:41:00
us-east-1,T4,Free,PyTorch Training,User_Stopped,41.9,51,128,222.33,126.17,2026-02-07 08:16:00,2026-02-09 02:10:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,63.4,31,32,125.46,89.57,2026-04-29 16:10:00,2026-05-02 07:34:00
us-east-1,RTX 4090,Free,Relational Database,CUDA_Out_Of_Memory,27.0,87,64,210.04,70.14,2026-04-29 05:15:00,2026-04-30 08:15:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,Out_of_Credit,25.0,85,16,147.56,9.64,2026-03-17 20:04:00,2026-03-18 21:04:00
us-east-1,CPU-Only,Enterprise,Web App Hosting,Out_of_Credit,41.4,0,32,246.55,65.62,2026-04-25 21:21:00,2026-04-27 14:45:00
ap-southeast-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,57.9,39,32,28.7,113.23,2026-03-14 12:48:00,2026-03-16 22:42:00
us-east-1,CPU-Only,Free,PyTorch Training,Hardware_Fault,67.3,51,128,113.07,35.54,2026-01-23 22:09:00,2026-01-26 17:27:00
eu-central-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,0.9,47,32,107.97,139.37,2026-04-02 23:16:00,2026-04-03 00:10:00
us-east-1,RTX 4090,Free,Web App Hosting,User_Stopped,38.9,42,32,165.35,77.87,2026-01-23 16:53:00,2026-01-25 07:47:00
eu-central-1,T4,Free,Relational Database,Out_of_Credit,59.8,18,16,100.01,130.7,2026-04-06 14:14:00,2026-04-09 02:02:00
us-east-1,A100 80GB,Free,Web App Hosting,Hardware_Fault,45.8,55,128,203.56,63.94,2026-02-10 17:41:00,2026-02-12 15:29:00
ap-southeast-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,57.2,79,128,138.45,5.26,2026-02-15 23:28:00,2026-02-18 08:40:00
us-east-1,A100 80GB,Free,Relational Database,Out_of_Credit,26.3,49,16,189.04,12.32,2026-01-06 18:53:00,2026-01-07 21:11:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,35.7,75,128,43.92,112.78,2026-03-19 04:36:00,2026-03-20 16:18:00
eu-central-1,RTX 4090,Free,Web App Hosting,CUDA_Out_Of_Memory,24.6,69,16,190.63,105.87,2026-01-18 14:23:00,2026-01-19 14:59:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,52.6,64,32,132.17,6.05,2026-03-03 05:30:00,2026-03-05 10:06:00
eu-central-1,A100 80GB,Pro,PyTorch Training,User_Stopped,26.9,22,64,133.09,98.51,2026-04-28 15:58:00,2026-04-29 18:52:00
eu-central-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,56.6,76,32,68.21,21.04,2026-04-29 15:48:00,2026-05-02 00:24:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,7.9,68,128,125.1,148.2,2026-03-08 08:27:00,2026-03-08 16:21:00
eu-central-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,47.6,92,32,18.7,28.87,2026-02-10 12:54:00,2026-02-12 12:30:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,14.0,99,64,92.19,5.6,2026-04-28 00:35:00,2026-04-28 14:35:00
us-east-1,A100 80GB,Pro,PyTorch Training,User_Stopped,16.6,80,16,199.72,99.81,2026-04-06 10:28:00,2026-04-07 03:04:00
us-east-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,16.8,14,16,241.04,91.5,2026-01-14 06:42:00,2026-01-14 23:30:00
ap-southeast-1,RTX 4090,Pro,Relational Database,Hardware_Fault,28.8,14,16,33.83,113.24,2026-04-30 01:04:00,2026-05-01 05:52:00
us-east-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,47.8,27,16,128.8,143.11,2026-01-25 10:06:00,2026-01-27 09:54:00
ap-southeast-1,A100 80GB,Free,Relational Database,Hardware_Fault,9.0,0,64,63.67,33.88,2026-03-15 13:36:00,2026-03-15 22:36:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,17.4,76,128,45.38,144.37,2026-04-14 05:20:00,2026-04-14 22:44:00
us-east-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,18.2,44,64,48.56,53.19,2026-01-10 14:34:00,2026-01-11 08:46:00
us-east-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,17.5,97,128,100.53,85.7,2026-03-15 16:14:00,2026-03-16 09:44:00
us-east-1,T4,Free,Relational Database,Out_of_Credit,16.2,37,64,162.24,142.15,2026-03-26 12:39:00,2026-03-27 04:51:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,57.1,69,64,245.2,16.61,2026-03-16 01:33:00,2026-03-18 10:39:00
ap-southeast-1,T4,Pro,PyTorch Training,Out_of_Credit,70.5,95,16,183.73,42.99,2026-01-28 00:06:00,2026-01-30 22:36:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,37.0,0,32,194.4,105.66,2026-01-28 16:12:00,2026-01-30 05:12:00
eu-central-1,T4,Free,ComfyUI / Stable Diffusion,Out_of_Credit,60.9,38,128,225.89,14.64,2026-01-27 13:05:00,2026-01-30 01:59:00
us-east-1,CPU-Only,Enterprise,Relational Database,Out_of_Credit,49.5,44,32,48.09,46.28,2026-01-01 14:46:00,2026-01-03 16:16:00
ap-southeast-1,T4,Enterprise,Web App Hosting,Hardware_Fault,50.1,25,64,173.33,130.49,2026-03-06 20:31:00,2026-03-08 22:37:00
eu-central-1,RTX 4090,Enterprise,Relational Database,User_Stopped,49.9,9,32,201.75,94.4,2026-03-07 14:03:00,2026-03-09 15:57:00
eu-central-1,T4,Pro,Relational Database,Hardware_Fault,8.4,12,16,164.23,77.48,2026-03-26 12:48:00,2026-03-26 21:12:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,36.2,87,16,241.3,111.72,2026-01-05 22:27:00,2026-01-07 10:39:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,53.2,31,16,196.75,4.14,2026-02-02 08:05:00,2026-02-04 13:17:00
us-east-1,T4,Enterprise,Web App Hosting,Hardware_Fault,12.5,22,32,197.72,141.78,2026-01-03 04:39:00,2026-01-03 17:09:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,25.8,17,32,105.87,105.29,2026-02-11 17:22:00,2026-02-12 19:10:00
eu-central-1,A100 80GB,Free,Web App Hosting,User_Stopped,52.6,50,64,16.51,147.71,2026-04-11 02:02:00,2026-04-13 06:38:00
eu-central-1,RTX 4090,Pro,PyTorch Training,Out_of_Credit,71.1,86,16,117.73,103.87,2026-01-17 05:07:00,2026-01-20 04:13:00
ap-southeast-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Out_of_Credit,41.1,79,64,173.91,2.51,2026-01-28 21:44:00,2026-01-30 14:50:00
us-east-1,CPU-Only,Free,Web App Hosting,Hardware_Fault,26.2,44,128,188.58,4.87,2026-01-28 06:53:00,2026-01-29 09:05:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,30.5,78,64,218.88,103.56,2026-01-21 09:02:00,2026-01-22 15:32:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,59.4,19,32,202.48,77.88,2026-04-23 16:54:00,2026-04-26 04:18:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,Hardware_Fault,62.3,48,128,85.26,1.25,2026-02-06 12:33:00,2026-02-09 02:51:00
ap-southeast-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,32.1,7,16,90.65,99.34,2026-02-03 06:20:00,2026-02-04 14:26:00
eu-central-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,63.6,44,16,132.03,143.4,2026-02-21 16:28:00,2026-02-24 08:04:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,25.0,70,32,216.68,67.61,2026-03-07 12:34:00,2026-03-08 13:34:00
eu-central-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,56.9,61,64,154.54,141.81,2026-02-27 17:44:00,2026-03-02 02:38:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,47.0,96,64,94.71,118.08,2026-03-22 10:11:00,2026-03-24 09:11:00
eu-central-1,T4,Enterprise,Relational Database,Out_of_Credit,36.3,33,128,99.09,121.41,2026-03-26 06:05:00,2026-03-27 18:23:00
us-east-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,57.0,75,32,217.74,141.23,2026-03-28 11:42:00,2026-03-30 20:42:00
eu-central-1,RTX 4090,Pro,PyTorch Training,Hardware_Fault,72.0,40,32,247.71,2.63,2026-02-03 12:41:00,2026-02-06 12:41:00
eu-central-1,T4,Pro,Web App Hosting,Hardware_Fault,39.2,37,32,109.75,97.0,2026-02-06 01:10:00,2026-02-07 16:22:00
ap-southeast-1,T4,Enterprise,Web App Hosting,User_Stopped,57.2,69,16,45.53,40.99,2026-04-12 05:02:00,2026-04-14 14:14:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,9.8,13,32,37.95,79.14,2026-02-01 15:15:00,2026-02-02 01:03:00
us-east-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,56.1,45,64,34.33,127.37,2026-03-21 11:04:00,2026-03-23 19:10:00
eu-central-1,T4,Free,Web App Hosting,User_Stopped,22.6,74,64,203.19,144.15,2026-02-12 07:24:00,2026-02-13 06:00:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,User_Stopped,18.5,50,64,194.58,38.28,2026-03-16 01:24:00,2026-03-16 19:54:00
eu-central-1,A100 80GB,Pro,PyTorch Training,Hardware_Fault,40.8,21,32,17.78,27.5,2026-03-16 04:18:00,2026-03-17 21:06:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,59.4,98,16,190.16,63.25,2026-01-01 20:29:00,2026-01-04 07:53:00
ap-southeast-1,T4,Enterprise,Web App Hosting,Hardware_Fault,44.9,58,128,148.1,108.8,2026-04-06 00:45:00,2026-04-07 21:39:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,10.2,92,64,175.85,131.49,2026-02-08 09:32:00,2026-02-08 19:44:00
ap-southeast-1,RTX 4090,Pro,Relational Database,CUDA_Out_Of_Memory,43.3,90,64,157.51,30.79,2026-03-02 03:42:00,2026-03-03 23:00:00
eu-central-1,T4,Pro,PyTorch Training,User_Stopped,36.0,79,128,32.15,71.69,2026-02-06 10:28:00,2026-02-07 22:28:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,CUDA_Out_Of_Memory,22.8,81,16,65.98,95.25,2026-03-31 19:07:00,2026-04-01 17:55:00
us-east-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,3.9,29,128,219.67,37.16,2026-01-03 05:45:00,2026-01-03 09:39:00
eu-central-1,RTX 4090,Enterprise,PyTorch Training,Out_of_Credit,4.0,52,64,195.99,35.79,2026-02-14 18:42:00,2026-02-14 22:42:00
eu-central-1,T4,Free,Relational Database,CUDA_Out_Of_Memory,64.5,79,64,16.97,66.31,2026-04-30 02:13:00,2026-05-02 18:43:00
eu-central-1,A100 80GB,Pro,Relational Database,Hardware_Fault,40.2,84,16,108.39,95.04,2026-03-12 18:30:00,2026-03-14 10:42:00
eu-central-1,T4,Enterprise,Web App Hosting,User_Stopped,31.8,49,64,37.15,49.81,2026-01-03 09:18:00,2026-01-04 17:06:00
us-east-1,CPU-Only,Free,PyTorch Training,Out_of_Credit,61.1,11,128,166.89,126.58,2026-01-14 18:51:00,2026-01-17 07:57:00
ap-southeast-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,42.5,67,64,216.11,53.81,2026-02-20 00:26:00,2026-02-21 18:56:00
ap-southeast-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,30.1,30,128,11.25,142.05,2026-02-08 15:02:00,2026-02-09 21:08:00
us-east-1,A100 80GB,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,2.4,25,32,122.82,130.09,2026-04-27 12:13:00,2026-04-27 14:37:00
eu-central-1,T4,Pro,Web App Hosting,Out_of_Credit,10.0,64,64,219.7,35.81,2026-03-01 00:52:00,2026-03-01 10:52:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,Out_of_Credit,29.6,94,64,88.52,30.77,2026-01-30 20:34:00,2026-02-01 02:10:00
us-east-1,T4,Free,PyTorch Training,CUDA_Out_Of_Memory,12.2,41,64,210.71,126.93,2026-02-22 17:30:00,2026-02-23 05:42:00
us-east-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,46.6,13,64,50.42,10.66,2026-04-18 12:13:00,2026-04-20 10:49:00
ap-southeast-1,A100 80GB,Pro,Relational Database,Out_of_Credit,23.1,75,64,223.39,114.64,2026-04-12 20:11:00,2026-04-13 19:17:00
ap-southeast-1,CPU-Only,Free,ComfyUI / Stable Diffusion,User_Stopped,13.5,26,16,81.06,81.46,2026-04-20 08:39:00,2026-04-20 22:09:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Out_of_Credit,38.2,90,128,162.34,45.47,2026-03-24 22:00:00,2026-03-26 12:12:00
eu-central-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,51.8,87,64,187.46,128.08,2026-02-08 18:33:00,2026-02-10 22:21:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,54.9,45,32,42.67,82.48,2026-04-21 09:05:00,2026-04-23 15:59:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,55.9,1,64,36.72,18.62,2026-03-14 17:38:00,2026-03-17 01:32:00
ap-southeast-1,T4,Pro,Relational Database,Out_of_Credit,5.5,89,64,49.2,20.15,2026-04-18 08:18:00,2026-04-18 13:48:00
us-east-1,RTX 4090,Free,Web App Hosting,Out_of_Credit,48.8,2,16,66.86,106.25,2026-02-19 07:02:00,2026-02-21 07:50:00
